Date,^GSPC,volume,^GSPC_ma_10,^GSPC_mstd_10,^GSPC_mskew_10,^GSPC_mkurt_10,^GSPC_ma_20,^GSPC_mstd_20,^GSPC_mskew_20,^GSPC_mkurt_20,^GSPC_ma_50,^GSPC_mstd_50,^GSPC_mskew_50,^GSPC_mkurt_50,^GSPC_ma_100,^GSPC_mstd_100,^GSPC_mskew_100,^GSPC_mkurt_100,^GSPC_ma_200,^GSPC_mstd_200,^GSPC_mskew_200,^GSPC_mkurt_200,^GSPC_from_peak_10,^GSPC_from_bottom_10,^GSPC_from_peak_20,^GSPC_from_bottom_20,^GSPC_from_peak_50,^GSPC_from_bottom_50,^GSPC_from_peak_100,^GSPC_from_bottom_100,^GSPC_from_peak_200,^GSPC_from_bottom_200,^GSPC_ma_gap_10_20,^GSPC_ma_gap_10_50,^GSPC_ma_gap_10_100,^GSPC_ma_gap_10_200,^GSPC_ma_gap_20_50,^GSPC_ma_gap_20_100,^GSPC_ma_gap_20_200,^GSPC_ma_gap_50_100,^GSPC_ma_gap_50_200,^GSPC_ma_gap_100_200,^GSPC_RSI_7,^GSPC_RSI_14,^GSPC_RSI_21,^GSPC_MACD,^GSPC_MACD_signal,^GSPC_MACD_hist,^GSPC_ATR_7,^GSPC_ATR_14,^GSPC_ATR_21,vix
2015-10-19,-0.045104986166158885,-0.603778276180521,0.4792364920897694,-0.14556742200524017,0.5010301151160038,-0.13564756648916862,0.38961082304672645,0.4215196247643196,-0.5349030759585285,0.7136289650216618,-0.8672431984377169,1.2312076845693702,0.009214935912469802,0.04616097936481507,-1.042256524255424,0.6194829963956379,0.10745971509582884,0.31902622440711625,-0.8314401310380529,0.15351955424660066,0.11665560978837662,0.09598114580482943,0.289082794315887,0.43350401069385647,0.2948167674292656,1.4521112467305137,-0.5368254328912866,0.4813190530965022,-0.5208592065966234,-0.16858373423698636,-0.4352546358067277,-0.7527552469714959,0.34694857384208283,0.971791634411904,0.8643863460654765,0.6958206029633898,1.2381199025060106,1.01022096306704,0.7220552785521602,0.04220963288013757,-0.3465635061359308,-0.523485856190588,-0.6383463632188376,-0.051185183896286866,0.8769146801772733,0.7323292231109088,1.4221116938214704,-0.2591911702248224,-0.22999821549771318,0.3021216422569241,0.2686338314042695,0.030816044905703652
2015-10-20,-0.22171850132076018,-0.5589423262327856,0.5485999270054736,-0.1735257731434701,0.4917977948508828,-0.021726023257400164,0.6357318671180625,0.3445373152725543,-0.6764254069052872,1.2400964211708503,-1.0994484635326673,1.208120812901592,0.06004777249866497,0.09088917448200445,-0.988982063477744,0.6162033258589414,0.08846867508055256,0.3306684505974879,-0.7053024866029785,0.12975850021479388,0.11570496947532594,0.14146619519403494,0.21262737167688,0.05887804672254716,0.24011224222478736,1.407838986969634,-0.551411048560039,0.45346551889312436,-0.5464430189455098,-0.19032096222804293,-0.45903002809655996,-0.7670369274001501,0.1999967878314823,1.1466040647920108,0.9198851860158822,0.739329294107021,1.72328431498061,1.2602265915569895,0.9393889823633483,-0.2857674176056775,-0.6594128432904817,-0.5821622904185249,-0.16823772613293014,-1.3329894043394703,-0.3290876635763704,0.4024641978267134,1.2633508778141807,-0.5901737696581214,-0.21165793810867103,0.05765554162942741,0.23886052591027354,0.725882497655046
2015-10-21,-0.6829548008981445,-0.2582532449739692,0.10654472550869327,-0.14597469429870577,0.9128192861984635,0.3069722031062899,0.5506837616444019,0.36310949747486704,-0.5976794034144589,1.067939839906027,-1.0377311203263992,1.2011296501414808,0.04168829158260638,0.11063351792783051,-1.0745845310361732,0.6184456130505928,0.11886085302226182,0.32092232991525266,-0.6824029632679951,0.12651454085268352,0.11106378080373375,0.149822896585859,-0.10147611548131048,-0.1947804800582098,0.015368443329178874,1.2259542926566525,-0.694669710343192,0.33903423434879815,-0.6515495554894085,-0.27962449201665557,-0.5567069929084738,-0.8257106678658851,-0.3299317146244958,0.6364608610899232,0.48882321506292065,0.2783221300153615,1.5688023167095488,1.20487382667336,0.8432500067314422,-0.13349132408885342,-0.6086246821315714,-0.7362747709100863,-0.5578068225315302,-0.568669683238228,0.40455861488968775,-0.14497952211106646,0.9703871809510582,-1.1108728133965928,-0.09150858887787021,0.11180567936962472,0.1765972304924706,0.8330098275424757
2015-10-22,1.6473882188293674,0.5567299593046267,0.3527331486556192,0.055112484756053126,1.0505124967483066,0.10185642043751016,0.9961332092121101,0.42623511807879627,-0.7246540006223671,0.8890820748786076,-0.7826760149675437,1.2386275141631626,0.010238161696644845,0.0400262560575952,-0.8849543470029092,0.6454342566056085,0.11183615885437184,0.2642185718371022,-0.6458909968970783,0.13624271674734845,0.12826095315263772,0.1346672663233661,0.289082794315887,0.5211939378968417,0.2948167674292656,1.7393404965362713,-0.29030902005239856,0.6620270128185983,-0.3548767320667104,-0.027557102155176275,-0.2810048159843298,-0.6600986629695953,-0.42831930280506714,0.7973104044126502,0.6856364316407433,0.5241176455278681,1.9667663733491565,1.6142987529883548,1.297283418747548,0.0006304638951904974,-0.36539858251299867,-0.4909416415344723,1.5006074804911906,0.1577375900856596,1.065864756490853,0.8622629205944845,1.0413571340742964,0.30116769067961624,0.16211170434128766,0.1436626646556121,0.3138106570691886,-1.7460031819057207
2015-10-23,1.0713167508902,0.22955336574078772,0.6798248972636737,0.12853959528332357,0.5910389421212908,-0.530567058140864,1.2526399652540465,0.4433402830540738,-0.8999152402803504,0.89009019877662,-0.5817011249657765,1.2546901491536748,-0.03953246023931883,0.011457350822077935,-0.7890193674649593,0.6567624019970631,0.0970863208009147,0.23821824183524098,-0.6959768621709981,0.12257486062752879,0.10253632036477663,0.15501834974265263,0.289082794315887,0.9974706507898075,0.2948167674292656,2.0808525498953245,-0.02132234180641637,0.8768865594168399,-0.15752560666196364,0.1401218328179891,-0.09760367305255832,-0.5499311216028164,-0.22756139221927976,1.0697453390013256,0.9946625817198707,0.8725972849462894,2.1574630922138547,1.8561868312542138,1.5812347578116965,0.1550553763031461,-0.12851578324986965,-0.29133491816165585,0.9662713725160599,-0.4694192598971748,0.81150997510923,1.2864608887391282,1.2267267582198935,0.7450314805287233,0.32631277243877554,0.04356611567821544,0.3860401088223355,0.09873971609935457
2015-10-26,-0.27314250462652123,-0.5038361224717619,0.5779917803776239,0.14862798191373464,0.6845713993439215,-0.5459369088292189,1.7928962609349635,0.06715604371224324,0.6788909797777918,-0.7674783062165544,-0.6772039931848166,1.252982784558214,-0.008692189951017804,0.01136810727176929,-0.7159234586153614,0.6502241832518875,0.07315829937309519,0.2586680257917203,-0.6476382048271407,0.11773912579666446,0.08962201449312424,0.1685297224459879,0.18613159312120323,0.9143310133995328,0.22115428037223195,1.9828806143304876,-0.06827709371176773,0.8393803276182864,-0.19197553998969408,0.11085152529659369,-0.1296184747582552,-0.5691621467473745,-0.903057846321759,0.9989539125949541,0.8670818576007463,0.7568288662172731,2.927954564090176,2.4252232996905545,2.1306186337712036,-0.026480430979324836,-0.25515603241285156,-0.23449747477360378,-1.0901395379814756,0.12489188549911687,-0.0671911771978637,0.7758886412083627,1.2202448306361515,0.000659087863598733,-0.01112656355692441,0.02006558683966343,0.39980916151814627,0.7980499880595582
2015-10-27,-0.34017853693498423,0.33958310076417997,0.7150029526654668,0.08183486930528383,0.7770615881476688,-0.5030259381202551,1.7078980601455942,0.08700781485640363,0.7103783263817665,-0.8013712239801729,-0.8044797259688338,1.249777528960808,0.031520075490742254,0.01401366569125765,-0.7280616725374498,0.6506207011813389,0.0775953087121394,0.2570663176506719,-0.6063762350228463,0.11344990368776423,0.07860713220935958,0.1806157947393826,0.04864064874986849,0.8032983384347896,0.12277830425262777,1.315005867466365,-0.06652151130618171,0.789290895246908,-0.23798329717751177,0.0717611390120689,-0.17237412276719344,-0.5948451089437466,-0.6287314904473107,1.20312499782087,1.0124681524595924,0.8889676909558204,2.9079041334876887,2.335991870286794,2.028721388797054,-0.16857939572591127,-0.4106454430845546,-0.2982098974247726,-0.5412698311091956,-0.8322462297722756,1.412223331060563,0.32533847671764116,1.078477079887368,-0.5242417063979091,-0.06380421561495261,-0.05612821917191041,0.17704013767481686,0.20559895562120642
2015-10-28,1.1548476383601125,0.8279580259191979,1.2417260160002939,0.0691875045365159,0.3032701103619921,-0.8233847371414185,1.5480747927931133,0.00940554504112207,0.6278449788040404,-0.8071044812800205,-0.5681628102220706,1.267575370608975,-0.026854182715575565,-0.01609973538773189,-0.5301300344792552,0.6598385075916002,0.030917191941463838,0.24199687440893447,-0.5000406885588813,0.12255085271532318,0.06308902175436217,0.16222200493966366,0.289082794315887,0.7798932465130792,0.2948167674292656,1.6200502527875102,0.29903929107476307,1.019829858941667,-0.026230435109538645,0.25167647679520644,0.024410754150493062,-0.4766380698728351,0.260857890658275,1.6790189021278132,1.4968623639408234,1.4085796312108423,2.5320450583107306,2.066238309879976,1.8280252220710775,-0.0645715191847977,-0.22687511176384725,-0.11726222340151873,0.7816917198797332,0.21378887021176463,0.6812981640219018,0.8887885295294452,1.1358701694863056,0.2484902830935207,0.2386870858980911,-0.01428689619241992,0.27717856826672216,-0.8483352253533074
2015-10-29,-0.12027269038373528,0.1285557709286867,0.7566510149186094,-0.03936628152065582,0.7963300966219439,-0.3381104582650762,1.4937533952090654,0.01792460445721958,0.6715476569495471,-0.8227831678762876,-0.43950878303096874,1.2586955876049335,-0.0690100339777377,0.011081176018544664,-0.539537244104519,0.6598490596677687,0.0342598726538224,0.24157784686993736,-0.46017957744247345,0.1200203092152388,0.050761708616322156,0.17005520552256873,0.2648964594413356,0.7603612440892572,0.27751123277809997,1.1635470151084446,0.28800820702372093,1.0110185165616306,-0.03432376101736192,0.24480000083981823,0.01688951393172103,-0.4811560163244518,-0.35919763526162085,1.0932812193627062,0.9980961688462666,0.8994343559509007,2.369933180666897,2.0099735791402433,1.7586348613818192,0.09881978377587171,-0.11648719903999974,-0.17531986407760805,0.07584222264290919,-0.07443794944460025,-1.2558544465066226,0.5345442450101874,1.0743971167435509,-0.21270314476358554,0.2131140134649176,-0.01813389172231655,0.10189989531238987,0.33546507299437434
2015-10-30,-0.5764231071913387,0.3794868932482215,0.45712990679245485,0.02151426562456767,0.9982102361707532,-0.26966106917018423,1.0667913328158214,-0.002557786048734117,0.9601809767612458,-0.6350565700875075,-0.16864554068424847,1.2011886001250907,-0.10294457159142512,0.12993034918704108,-0.7214957421340598,0.6483984286561212,0.07461919538090438,0.2632348812342824,-0.4270660060885198,0.1154145037664314,0.043604730447902335,0.18230542772702807,0.005682517712613817,0.5510295134076865,0.09204138486941292,0.5611077031484614,0.1697839786219173,0.9165840848010015,-0.12106294333429239,0.17110225180739086,-0.0637184133920606,-0.5295765279198277,-0.3531625272454926,0.6500822038800504,0.7437923246879427,0.583161547159509,1.6221042777544572,1.6176326071640794,1.3018929811878055,0.5905829278680572,0.14506103162923742,-0.4857686572336139,0.07863653364273653,-0.3935009846307142,-0.46503695507146375,-0.03037358727292695,0.8539664337601955,-0.8294491157396386,0.18625886100047537,0.031487638507089785,0.12897695746822524,0.4832516786227876
