Date,^GSPC,volume,^GSPC_ma_10,^GSPC_mstd_10,^GSPC_mskew_10,^GSPC_mkurt_10,^GSPC_ma_20,^GSPC_mstd_20,^GSPC_mskew_20,^GSPC_mkurt_20,^GSPC_ma_50,^GSPC_mstd_50,^GSPC_mskew_50,^GSPC_mkurt_50,^GSPC_ma_100,^GSPC_mstd_100,^GSPC_mskew_100,^GSPC_mkurt_100,^GSPC_ma_200,^GSPC_mstd_200,^GSPC_mskew_200,^GSPC_mkurt_200,^GSPC_from_peak_10,^GSPC_from_bottom_10,^GSPC_from_peak_20,^GSPC_from_bottom_20,^GSPC_from_peak_50,^GSPC_from_bottom_50,^GSPC_from_peak_100,^GSPC_from_bottom_100,^GSPC_from_peak_200,^GSPC_from_bottom_200,^GSPC_ma_gap_10_20,^GSPC_ma_gap_10_50,^GSPC_ma_gap_10_100,^GSPC_ma_gap_10_200,^GSPC_ma_gap_20_50,^GSPC_ma_gap_20_100,^GSPC_ma_gap_20_200,^GSPC_ma_gap_50_100,^GSPC_ma_gap_50_200,^GSPC_ma_gap_100_200,^GSPC_RSI_7,^GSPC_RSI_14,^GSPC_RSI_21,^GSPC_MACD,^GSPC_MACD_signal,^GSPC_MACD_hist,^GSPC_ATR_7,^GSPC_ATR_14,^GSPC_ATR_21,vix,cluster,cluster_global_anomaly,cluster_local_anomaly,general_global_anomaly
2015-10-19,-0.0451049861661588,-0.603778276180521,0.4792364920897694,-0.1455674220052401,0.5010301151160038,-0.1356475664891686,0.3896108230467264,0.4215196247643196,-0.5349030759585285,0.7136289650216618,-0.8672431984377169,1.2312076845693702,0.0092149359124698,0.046160979364815,-1.042256524255424,0.6194829963956379,0.1074597150958288,0.3190262244071162,-0.8314401310380529,0.1535195542466006,0.1166556097883766,0.0959811458048294,0.289082794315887,0.4335040106938564,0.2948167674292656,1.4521112467305135,-0.5368254328912866,0.4813190530965022,-0.5208592065966234,-0.1685837342369863,-0.4352546358067277,-0.7527552469714959,0.3469485738420828,0.971791634411904,0.8643863460654765,0.6958206029633898,1.2381199025060106,1.01022096306704,0.7220552785521602,0.0422096328801375,-0.3465635061359308,-0.523485856190588,-0.6383463632188376,-0.0511851838962868,0.8769146801772733,0.7323292231109088,1.4221116938214704,-0.2591911702248224,-0.2299982154977131,0.3021216422569241,0.2686338314042695,0.0308160449057036,2,1,1,1
2015-10-20,-0.2217185013207601,-0.5589423262327856,0.5485999270054736,-0.1735257731434701,0.4917977948508828,-0.0217260232574001,0.6357318671180625,0.3445373152725543,-0.6764254069052872,1.2400964211708505,-1.0994484635326671,1.208120812901592,0.0600477724986649,0.0908891744820044,-0.988982063477744,0.6162033258589414,0.0884686750805525,0.3306684505974879,-0.7053024866029785,0.1297585002147938,0.1157049694753259,0.1414661951940349,0.21262737167688,0.0588780467225471,0.2401122422247873,1.407838986969634,-0.551411048560039,0.4534655188931243,-0.5464430189455098,-0.1903209622280429,-0.4590300280965599,-0.7670369274001501,0.1999967878314823,1.1466040647920108,0.9198851860158822,0.739329294107021,1.72328431498061,1.2602265915569897,0.9393889823633484,-0.2857674176056775,-0.6594128432904817,-0.5821622904185249,-0.1682377261329301,-1.3329894043394703,-0.3290876635763704,0.4024641978267134,1.2633508778141809,-0.5901737696581214,-0.211657938108671,0.0576555416294274,0.2388605259102735,0.725882497655046,2,1,1,1
2015-10-21,-0.6829548008981445,-0.2582532449739692,0.1065447255086932,-0.1459746942987057,0.9128192861984636,0.3069722031062899,0.5506837616444019,0.363109497474867,-0.5976794034144589,1.067939839906027,-1.0377311203263992,1.2011296501414808,0.0416882915826063,0.1106335179278305,-1.0745845310361732,0.6184456130505928,0.1188608530222618,0.3209223299152526,-0.6824029632679951,0.1265145408526835,0.1110637808037337,0.149822896585859,-0.1014761154813104,-0.1947804800582098,0.0153684433291788,1.2259542926566525,-0.694669710343192,0.3390342343487981,-0.6515495554894085,-0.2796244920166555,-0.5567069929084738,-0.8257106678658851,-0.3299317146244958,0.6364608610899232,0.4888232150629206,0.2783221300153615,1.5688023167095488,1.20487382667336,0.8432500067314422,-0.1334913240888534,-0.6086246821315714,-0.7362747709100863,-0.5578068225315302,-0.568669683238228,0.4045586148896877,-0.1449795221110664,0.9703871809510582,-1.1108728133965928,-0.0915085888778702,0.1118056793696247,0.1765972304924706,0.8330098275424757,2,1,1,1
2015-10-22,1.6473882188293674,0.5567299593046267,0.3527331486556192,0.0551124847560531,1.0505124967483066,0.1018564204375101,0.99613320921211,0.4262351180787962,-0.7246540006223671,0.8890820748786076,-0.7826760149675437,1.2386275141631626,0.0102381616966448,0.0400262560575952,-0.8849543470029092,0.6454342566056085,0.1118361588543718,0.2642185718371022,-0.6458909968970783,0.1362427167473484,0.1282609531526377,0.1346672663233661,0.289082794315887,0.5211939378968417,0.2948167674292656,1.739340496536271,-0.2903090200523985,0.6620270128185983,-0.3548767320667104,-0.0275571021551762,-0.2810048159843298,-0.6600986629695953,-0.4283193028050671,0.7973104044126502,0.6856364316407433,0.5241176455278681,1.9667663733491565,1.6142987529883548,1.297283418747548,0.0006304638951904,-0.3653985825129986,-0.4909416415344723,1.5006074804911906,0.1577375900856596,1.065864756490853,0.8622629205944845,1.0413571340742964,0.3011676906796162,0.1621117043412876,0.1436626646556121,0.3138106570691886,-1.746003181905721,0,1,1,1
2015-10-23,1.0713167508902,0.2295533657407877,0.6798248972636737,0.1285395952833235,0.5910389421212908,-0.530567058140864,1.2526399652540463,0.4433402830540738,-0.8999152402803504,0.89009019877662,-0.5817011249657765,1.2546901491536748,-0.0395324602393188,0.0114573508220779,-0.7890193674649593,0.6567624019970631,0.0970863208009147,0.2382182418352409,-0.6959768621709981,0.1225748606275287,0.1025363203647766,0.1550183497426526,0.289082794315887,0.9974706507898076,0.2948167674292656,2.0808525498953245,-0.0213223418064163,0.8768865594168399,-0.1575256066619636,0.1401218328179891,-0.0976036730525583,-0.5499311216028164,-0.2275613922192797,1.0697453390013256,0.9946625817198708,0.8725972849462894,2.1574630922138547,1.8561868312542136,1.5812347578116963,0.1550553763031461,-0.1285157832498696,-0.2913349181616558,0.96627137251606,-0.4694192598971748,0.81150997510923,1.2864608887391282,1.2267267582198935,0.7450314805287233,0.3263127724387755,0.0435661156782154,0.3860401088223355,0.0987397160993545,0,1,1,1
2015-10-26,-0.2731425046265212,-0.5038361224717619,0.5779917803776239,0.1486279819137346,0.6845713993439215,-0.5459369088292189,1.7928962609349637,0.0671560437122432,0.6788909797777918,-0.7674783062165544,-0.6772039931848166,1.252982784558214,-0.0086921899510178,0.0113681072717692,-0.7159234586153614,0.6502241832518875,0.0731582993730951,0.2586680257917203,-0.6476382048271407,0.1177391257966644,0.0896220144931242,0.1685297224459879,0.1861315931212032,0.9143310133995328,0.2211542803722319,1.982880614330488,-0.0682770937117677,0.8393803276182864,-0.191975539989694,0.1108515252965936,-0.1296184747582552,-0.5691621467473745,-0.903057846321759,0.998953912594954,0.8670818576007463,0.7568288662172731,2.927954564090176,2.4252232996905545,2.130618633771204,-0.0264804309793248,-0.2551560324128515,-0.2344974747736037,-1.0901395379814756,0.1248918854991168,-0.0671911771978637,0.7758886412083627,1.2202448306361515,0.0006590878635987,-0.0111265635569244,0.0200655868396634,0.3998091615181462,0.7980499880595582,0,1,1,1
2015-10-27,-0.3401785369349842,0.3395831007641799,0.7150029526654668,0.0818348693052838,0.7770615881476688,-0.5030259381202551,1.7078980601455942,0.0870078148564036,0.7103783263817665,-0.8013712239801729,-0.8044797259688338,1.249777528960808,0.0315200754907422,0.0140136656912576,-0.7280616725374498,0.6506207011813389,0.0775953087121394,0.2570663176506719,-0.6063762350228463,0.1134499036877642,0.0786071322093595,0.1806157947393826,0.0486406487498684,0.8032983384347896,0.1227783042526277,1.315005867466365,-0.0665215113061817,0.789290895246908,-0.2379832971775117,0.0717611390120689,-0.1723741227671934,-0.5948451089437466,-0.6287314904473107,1.20312499782087,1.0124681524595924,0.8889676909558204,2.9079041334876887,2.335991870286794,2.028721388797054,-0.1685793957259112,-0.4106454430845546,-0.2982098974247726,-0.5412698311091956,-0.8322462297722756,1.412223331060563,0.3253384767176411,1.078477079887368,-0.5242417063979091,-0.0638042156149526,-0.0561282191719104,0.1770401376748168,0.2055989556212064,0,1,1,1
2015-10-28,1.1548476383601125,0.8279580259191979,1.241726016000294,0.0691875045365159,0.3032701103619921,-0.8233847371414185,1.548074792793113,0.009405545041122,0.6278449788040404,-0.8071044812800205,-0.5681628102220706,1.267575370608975,-0.0268541827155755,-0.0160997353877318,-0.5301300344792552,0.6598385075916002,0.0309171919414638,0.2419968744089344,-0.5000406885588813,0.1225508527153231,0.0630890217543621,0.1622220049396636,0.289082794315887,0.7798932465130792,0.2948167674292656,1.6200502527875102,0.299039291074763,1.019829858941667,-0.0262304351095386,0.2516764767952064,0.024410754150493,-0.4766380698728351,0.260857890658275,1.6790189021278132,1.4968623639408234,1.4085796312108425,2.5320450583107306,2.066238309879976,1.828025222071077,-0.0645715191847977,-0.2268751117638472,-0.1172622234015187,0.7816917198797332,0.2137888702117646,0.6812981640219018,0.8887885295294452,1.1358701694863056,0.2484902830935207,0.2386870858980911,-0.0142868961924199,0.2771785682667221,-0.8483352253533074,0,1,1,1
2015-10-29,-0.1202726903837352,0.1285557709286867,0.7566510149186094,-0.0393662815206558,0.7963300966219439,-0.3381104582650762,1.4937533952090654,0.0179246044572195,0.6715476569495471,-0.8227831678762876,-0.4395087830309687,1.2586955876049335,-0.0690100339777377,0.0110811760185446,-0.539537244104519,0.6598490596677687,0.0342598726538224,0.2415778468699373,-0.4601795774424734,0.1200203092152388,0.0507617086163221,0.1700552055225687,0.2648964594413356,0.7603612440892572,0.2775112327780999,1.1635470151084446,0.2880082070237209,1.0110185165616306,-0.0343237610173619,0.2448000008398182,0.016889513931721,-0.4811560163244518,-0.3591976352616208,1.0932812193627062,0.9980961688462666,0.8994343559509007,2.369933180666897,2.0099735791402438,1.7586348613818192,0.0988197837758717,-0.1164871990399997,-0.175319864077608,0.0758422226429091,-0.0744379494446002,-1.2558544465066226,0.5345442450101874,1.0743971167435509,-0.2127031447635855,0.2131140134649176,-0.0181338917223165,0.1018998953123898,0.3354650729943743,2,1,1,1
2015-10-30,-0.5764231071913387,0.3794868932482215,0.4571299067924548,0.0215142656245676,0.9982102361707532,-0.2696610691701842,1.0667913328158214,-0.0025577860487341,0.9601809767612458,-0.6350565700875075,-0.1686455406842484,1.2011886001250909,-0.1029445715914251,0.129930349187041,-0.7214957421340598,0.6483984286561212,0.0746191953809043,0.2632348812342824,-0.4270660060885198,0.1154145037664314,0.0436047304479023,0.182305427727028,0.0056825177126138,0.5510295134076865,0.0920413848694129,0.5611077031484614,0.1697839786219173,0.9165840848010016,-0.1210629433342923,0.1711022518073908,-0.0637184133920606,-0.5295765279198277,-0.3531625272454926,0.6500822038800504,0.7437923246879427,0.583161547159509,1.6221042777544572,1.6176326071640794,1.3018929811878055,0.5905829278680572,0.1450610316292374,-0.4857686572336139,0.0786365336427365,-0.3935009846307142,-0.4650369550714637,-0.0303735872729269,0.8539664337601955,-0.8294491157396386,0.1862588610004753,0.0314876385070897,0.1289769574682252,0.4832516786227876,2,1,1,1
