,PC1,PC2,cluster
0,-1.8142007834782592,2.4204501682099937,0
1,-1.7889562358313558,2.1404569079068643,0
2,-0.8194415784186427,1.3955011553841226,0
3,-2.4487299163841714,2.898664248932411,2
4,-3.2145957256762023,3.2048100205022534,2
5,-3.354484780240405,2.8075337293455522,2
6,-3.0276445189469943,2.659283457548655,2
7,-4.087361565742527,3.5625235427064683,2
8,-3.4112714683741596,2.391684065202089,2
9,-2.3585124192369884,1.4444028103803228,0
10,-3.595677261038156,2.152804568250491,0
11,-3.85406540867151,1.6593615632183474,0
12,-3.370739584831097,0.8871595535875781,0
13,-2.553763044615681,0.42802149513989707,0
14,-2.0512854441101815,0.1862247859453224,0
15,-0.6613306458785955,-0.7557641663407241,0
16,-1.3232405180066988,-0.28648452591927676,0
17,-0.7367515168286947,-1.5561674187851693,0
18,1.4899779926742849,-2.4578206435389016,0
19,2.711589259797307,-2.6499849138844267,1
20,0.7778633369051287,-1.3545319177733175,0
21,1.3398719397436238,-1.7338647601125619,0
22,-1.0657192680627465,-0.07476449225327768,0
23,-0.47343893203169535,-0.6437261192582601,0
24,-0.8657405662662577,-0.2824785897418894,0
25,-1.0184569332383513,-0.3271235680306349,0
26,-1.1169325806302117,-0.15586082952237182,0
27,-1.105576812531017,-0.18912867330623184,0
28,-1.8112517179528074,-0.02289886670309532,0
29,-1.3941870975019914,-0.06464543633704609,0
30,-2.1938677424930586,0.4679393292483652,0
31,-0.49367239170439425,-0.8886727502991663,0
32,1.681541584274878,-2.2185122607531853,0
33,-1.2602337904512093,0.32337867702033074,0
34,0.1346573427767551,-1.0380516249417528,0
35,0.5215998895251185,-1.5150879071353263,0
36,1.5401081039078155,-2.1437265511385077,0
37,0.980158286301443,-1.53239744857236,0
38,3.5935453790222454,-2.9845772449947425,1
39,2.3199340136814106,-1.5344284204315937,0
40,1.5546930932146237,-0.9846013026223844,0
41,-0.4566254424795895,0.5925201851972599,0
42,1.648492486063333,-0.6299115637097298,0
43,4.558666597867321,-2.02726049275916,1
44,2.7203597511866784,-0.9299455395818166,0
45,1.4311017537750015,0.0052022550795636,0
46,-0.2489130210278334,1.049816905751217,0
47,-0.07073741418807573,0.12331843794739863,0
48,-0.2700819867653208,0.6974049912091481,0
49,-1.565198369762644,1.6209316602372,0
50,-0.008993865602693043,0.2557420335368863,0
51,1.3577370715834114,-0.7550570098693581,0
52,2.689659842329583,-1.1958310183298764,1
53,1.810905986056532,-0.2401091094683995,0
54,3.7860357692823863,-1.2594141687699956,1
55,6.929702032050092,-2.6121971394857715,1
56,7.878495504741413,-2.949061042385373,1
57,7.424897096158747,-2.2119990997780805,1
58,6.045410063491749,-1.259729191620025,1
59,9.6458322554631,-3.487430842050499,1
60,7.021168384897808,-1.013649304915286,1
61,9.798352482027482,-2.6955593457607443,1
62,8.468175360678314,-1.5273058401601083,1
63,9.49176034518894,-1.902288263794409,1
64,7.722929738707225,-0.6279393356833761,1
65,4.444467452865499,1.997845735362924,1
66,6.596637327881849,0.45554299038822677,1
67,4.536066841700513,1.9999049815956915,1
68,6.102292784617735,0.6346908329900857,1
69,4.361042124927617,1.878613523655749,1
70,1.9254589379876934,3.672339201519951,2
71,1.1271199268562684,3.660338668626176,2
72,3.5569466805890317,2.187070751009177,1
73,2.156925048178903,3.3026362494682493,2
74,1.6912701220696764,3.0702476948211075,2
75,4.182087311625466,0.9642456704164287,1
76,5.217786327461626,0.96200380633476,1
77,5.333373983899045,0.8039638362525472,1
78,5.020234039946052,1.0912779952126372,1
79,6.2665187360562955,0.2996958840516162,1
80,4.408017299280875,1.553445294331283,1
81,2.0014322684156904,2.6346032895214395,0
82,-0.3895065248220264,4.31692074186678,2
83,0.3840167978728639,3.399055229294622,2
84,0.39731520584629115,3.0893217737129013,2
85,-1.471606112292346,4.54755750805187,2
86,-0.38164339771202666,3.5136538210767805,2
87,-0.8138456774963174,4.051678699625072,2
88,-2.3721529359211178,4.813100555369,2
89,-2.1762694898974577,4.477356728024977,2
90,-0.03206181193351367,2.8912509399885686,2
91,-2.0948708754756784,4.730597000777806,2
92,-2.0681431470739446,3.857273657511233,2
93,-2.4242472214182134,3.9338716286929167,2
94,-2.425287231928956,3.9516564121247204,2
95,-2.4842036189067636,3.3065909021375797,2
96,-1.5660646393308266,2.6408639560030633,2
97,-2.3119075356460996,3.065409990007247,2
98,-1.8655928865875675,2.5835597758135593,2
99,-3.837542835806808,3.9679467889735327,2
100,-3.441166656607044,3.015886065701961,2
101,-2.330491628189673,1.5738378158511017,0
102,-2.6047718900138888,1.7159711043139745,0
103,-2.9611179750272605,2.096167719928369,0
104,-2.9729055741806376,2.2717215759862723,2
105,-3.1470821218760197,1.270415545348386,0
106,-3.6925009256745494,1.3202763539467184,0
107,-2.494137767120625,0.6096553771835256,0
108,-2.317623800681831,0.5294662493963984,0
109,-2.1501483506026946,-0.35644102018271107,0
110,-3.2219642274862115,0.7286482625604779,0
111,-3.1703563630971168,0.2453889744828328,0
112,-2.5316060466341264,-0.29903651893853517,0
113,-3.023356844838364,-0.11748700537885981,0
114,-2.283849325978127,-0.7226065212826432,0
115,-0.6818889567740657,-1.3648889956953114,0
116,-2.5460782174145287,-0.18585674979802425,0
117,-0.6708746926890802,-1.3062176039810436,0
118,-1.374669667402186,-0.9222484383810935,0
119,-0.5598156933765948,-1.4284756447879006,0
120,-1.4585672552240314,-0.37187007780925324,0
121,-2.3103216667201023,0.16562369314123643,0
122,-2.2273271959898997,-0.30069846446074083,0
123,-1.7810053878325407,-0.6549188325198383,0
124,-2.47147707830303,-0.0852009349874497,0
125,-3.0152208056570164,0.16632269939602834,0
126,-2.7890870328826267,-0.32038640399331464,0
127,-2.577184885227726,-0.4852771679480161,0
128,-2.6612829836413607,-0.434003117308608,0
129,-2.5210055973290757,-0.9616788984604281,0
130,-2.2518603676833853,-1.1964372340511367,0
131,-2.034110601757339,-1.3226142020058942,0
132,-0.5322477412905177,-2.1892270872501896,0
133,0.0335611729883976,-2.167120038094818,0
134,-1.035111432534283,-1.6245172682052742,0
135,0.27727207868750814,-2.5112663847159866,0
136,0.9194761476429172,-2.886959634758172,0
137,0.4337069334525075,-2.434091781361209,0
138,0.05328445437797296,-2.1087244893192714,0
139,-0.09630128788961854,-2.0756731908301767,0
140,-1.466142490597777,-1.0569157712297652,0
141,0.3045576556312072,-2.123236417741622,0
142,-0.14672417871820936,-1.6277097593046141,0
143,0.8045611785157191,-2.161607731270649,0
144,-0.22328025422559328,-1.2833074578835046,0
145,1.04024460201227,-1.8867514482422503,0
